Contaminant Level (ppm),Population Density (people per km²),Access to Clean Water (% of Population),pH Level,Turbidity (NTU),Rainfall (mm per year),Healthcare Access Index (0-100),Region,Dissolved Oxygen (mg/L),Nitrate Level (mg/L),Temperature (°C),GDP per Capita (USD),Country,Sanitation Coverage (% of Population),Bacteria Count (CFU/mL),"Diarrheal Cases per 100,000 people"
9.36,990,69.8,7.17,1.39,2483,91.24,South,8.44,23.96,26.0,87642,Indonesia,84.0,4109,366
9.5,900,99.31,6.44,0.01,1346,22.38,Central,9.64,26.82,26.31,66723,Mexico,63.42,4237,347
1.15,477,85.48,6.35,0.6,767,88.87,West,6.49,27.29,13.96,27405,Nigeria,82.29,4023,121
9.57,14,87.27,6.31,3.75,797,68.85,East,5.87,14.34,10.1,14056,Ethiopia,86.91,3691,494
3.68,310,57.03,7.13,1.11,2712,12.77,North,9.35,12.51,35.42,13944,Bangladesh,59.51,589,64
6.46,196,48.03,7.29,4.97,803,37.19,Central,3.93,0.24,0.98,50507,Brazil,55.21,1782,436
0.35,210,71.88,6.33,0.84,1556,43.63,West,9.24,19.83,6.92,48274,Pakistan,87.02,4568,371
8.89,487,91.53,8.45,3.94,1471,8.29,Central,5.74,24.26,5.31,14603,Brazil,88.77,1207,148
6.42,499,80.8,6.64,3.53,1560,55.42,North,6.92,37.14,37.98,521,USA,29.89,4412,248
6.44,308,63.05,7.15,1.61,2320,25.94,East,6.7,3.33,0.2,16473,Mexico,92.63,4540,382
9.02,495,82.72,6.54,1.65,943,45.81,Central,7.31,46.2,0.32,40585,Mexico,42.14,2343,475
5.08,958,78.33,7.23,2.82,1929,43.88,South,9.59,13.2,9.07,18888,Brazil,73.37,846,66
4.11,260,93.91,7.89,4.26,433,52.17,West,9.66,18.34,11.16,7212,China,76.74,2424,349
8.66,676,48.45,7.3,1.93,1411,84.62,Central,8.82,2.42,22.39,56465,Indonesia,42.38,4680,384
7.42,385,38.35,6.71,0.31,1500,78.08,West,4.34,32.66,38.45,12644,Nigeria,44.33,798,58
9.49,206,62.9,6.62,1.87,2666,87.3,South,5.33,35.45,18.6,28962,Ethiopia,76.5,470,114
9.4,78,55.28,7.9,1.04,2200,57.23,East,6.41,46.44,11.55,34237,Mexico,34.01,3909,115
3.82,569,98.24,6.3,4.7,622,61.58,East,9.34,16.84,32.68,69814,Brazil,88.67,4827,236
4.47,258,30.53,6.92,3.49,2272,43.05,South,6.65,12.87,15.43,31184,Brazil,37.83,2094,46
2.56,241,95.34,6.38,0.25,1651,71.72,West,9.84,36.3,5.67,9036,Indonesia,48.09,2994,108
6.61,472,96.86,6.64,1.46,1410,20.49,Central,9.89,35.34,31.78,92341,Indonesia,41.33,3129,273
3.65,632,33.57,6.38,0.25,1966,47.52,South,7.19,46.86,0.1,90497,India,39.62,1313,112
7.86,338,92.27,8.22,4.15,2602,71.42,North,9.14,10.27,8.2,3831,India,98.31,2878,32
1.22,888,62.95,7.83,4.53,2359,77.79,West,9.99,35.26,25.41,70331,China,40.27,3515,398
1.16,802,83.63,7.4,0.56,2102,24.79,East,8.95,3.34,4.1,55800,China,66.27,1047,279
2.04,145,35.55,6.56,2.2,840,18.15,South,7.6,24.02,10.23,88863,USA,79.63,1087,291
0.84,599,96.86,7.28,4.66,1641,28.85,East,8.92,5.97,15.73,81998,China,23.36,3681,315
6.2,752,72.53,7.3,0.73,776,92.02,West,3.58,32.66,15.86,85727,Bangladesh,90.53,282,161
1.47,776,92.91,7.48,1.46,225,12.91,East,7.44,30.07,38.91,55518,Indonesia,32.23,3648,89
1.6,681,77.11,6.15,1.52,729,95.31,South,4.52,2.44,27.02,81109,Ethiopia,67.05,1398,50
0.14,488,67.58,8.43,0.15,1131,99.48,West,3.81,15.98,1.48,50191,Bangladesh,71.29,2733,423
7.82,70,42.07,7.16,0.18,1989,78.34,North,9.25,19.75,8.85,54923,Nigeria,70.37,4067,405
8.12,96,42.46,8.32,4.76,1139,76.04,South,7.48,12.4,24.66,48499,Brazil,78.68,2357,143
1.62,522,63.08,6.02,2.86,1775,95.33,Central,4.7,1.93,28.54,10985,China,94.5,2935,103
7.4,632,90.93,6.62,1.53,2837,29.05,South,5.71,15.94,15.22,13765,Brazil,94.15,3818,169
4.34,168,38.07,6.26,1.89,2065,12.9,West,9.81,39.63,34.26,67524,Mexico,66.25,3238,15
2.4,976,99.89,7.92,3.57,1510,82.31,South,9.04,18.01,37.74,33553,USA,49.59,1772,132
6.21,408,91.31,6.8,1.83,1665,17.09,North,3.11,16.17,24.56,6233,Mexico,45.72,4077,498
1.78,755,57.48,8.1,1.14,2411,4.54,North,9.86,47.09,22.5,56134,USA,90.93,4102,389
7.57,591,47.72,8.08,0.51,534,19.65,Central,5.58,2.08,30.03,50889,India,88.25,787,169
0.48,409,94.54,7.67,3.64,2661,43.79,East,7.87,38.36,31.28,82532,Brazil,43.67,3224,471
9.59,471,38.62,7.66,0.9,1783,49.51,West,7.99,24.15,8.62,7426,USA,32.19,42,29
0.72,373,54.31,7.75,0.35,789,6.25,West,9.38,47.22,19.34,44266,Pakistan,88.89,4296,484
5.79,90,35.87,7.68,2.13,2870,44.34,East,9.2,19.67,17.9,92111,Bangladesh,68.67,2942,159
9.02,723,96.74,6.97,0.2,1566,60.43,North,4.97,35.4,37.66,2063,USA,45.05,4643,436
0.12,102,73.23,7.71,4.82,2530,93.18,North,7.5,3.5,4.47,81863,USA,68.85,4321,146
4.99,883,53.53,8.24,3.14,2611,22.73,South,5.76,46.44,37.74,79927,Bangladesh,25.3,3905,306
3.5,81,49.28,6.83,0.76,2501,21.1,Central,6.68,17.23,22.9,25432,Brazil,35.21,4728,236
5.8,66,61.09,8.36,0.86,1670,38.94,Central,6.88,26.2,11.52,86974,Brazil,63.66,3410,411
2.25,532,36.4,6.03,2.85,1121,98.37,Central,5.77,6.92,34.77,74698,Bangladesh,63.13,1358,174
0.65,516,92.25,6.87,1.78,370,33.62,South,6.25,47.28,2.02,85334,Mexico,39.73,1204,71
6.26,667,65.77,6.33,3.87,402,4.39,Central,4.46,33.65,12.76,16086,Pakistan,98.57,3604,383
4.17,438,80.76,6.32,2.73,2733,26.56,East,7.25,2.7,30.1,14526,Ethiopia,52.99,2993,362
6.22,669,46.36,8.04,2.17,1864,55.83,South,8.31,7.76,33.11,35888,Nigeria,76.68,2241,126
2.11,729,65.26,8.3,4.81,479,41.25,East,6.01,19.99,6.7,11954,Pakistan,40.68,537,384
3.39,612,44.78,7.94,1.95,603,77.42,South,9.84,10.84,37.67,75369,Brazil,53.96,4011,195
5.62,608,87.13,8.44,2.0,1231,60.73,Central,3.4,15.23,2.15,37671,Ethiopia,86.5,3868,184
5.93,407,84.27,6.54,3.33,997,55.95,East,7.12,49.87,17.34,21543,India,87.89,4576,149
3.72,469,40.37,6.35,4.05,1605,32.3,East,7.09,32.93,3.9,17922,China,30.82,4525,213
2.8,630,35.22,7.3,3.13,2265,55.18,East,3.25,46.11,3.91,23451,USA,48.37,3583,93
2.74,292,87.69,8.07,3.49,2068,61.56,South,4.57,21.79,36.56,28943,Bangladesh,36.25,1350,57
1.75,214,37.68,6.1,1.86,1345,17.92,West,9.34,35.51,36.16,12242,Bangladesh,91.22,944,218
3.25,985,68.39,8.49,2.4,1349,73.59,Central,6.81,22.98,24.61,30291,USA,80.31,3856,218
1.99,106,67.41,7.51,0.99,2102,39.29,East,6.05,16.41,38.65,82474,China,65.06,1823,12
6.34,481,44.21,8.45,3.4,1963,74.23,West,5.91,25.96,19.64,57765,Nigeria,72.01,2625,422
5.69,469,71.39,6.91,1.11,794,17.77,Central,9.22,21.37,31.31,26377,China,93.13,3898,282
3.83,274,65.19,7.15,0.01,1620,65.65,Central,5.57,49.03,3.89,40680,Ethiopia,44.26,3487,422
3.26,278,65.64,7.88,4.67,688,2.69,East,9.01,24.81,15.82,12603,China,21.09,4206,485
2.38,950,55.18,7.98,1.53,2679,15.9,East,5.16,40.56,20.6,69503,Ethiopia,22.11,4307,376
5.35,273,88.69,6.58,0.98,2435,89.11,South,6.72,33.34,31.13,1994,China,23.73,850,455
9.19,635,35.91,8.32,1.34,1377,46.15,West,4.01,23.98,13.38,37401,Nigeria,30.28,2925,139
6.86,833,60.7,8.17,1.65,323,50.79,West,8.78,23.71,39.21,69739,Nigeria,65.67,995,407
7.44,475,48.19,6.05,2.37,2128,90.76,East,8.15,17.09,29.39,87285,Brazil,98.49,4761,273
8.34,740,89.39,6.32,0.35,806,48.49,Central,6.71,5.35,21.32,48767,USA,53.59,349,118
3.52,754,45.76,7.24,0.26,321,65.46,East,3.18,38.07,13.23,49834,Nigeria,76.99,1537,270
0.63,618,83.69,7.15,1.46,1294,22.2,Central,6.37,45.9,25.68,34504,Ethiopia,83.37,2977,443
6.23,16,72.81,7.77,1.48,1104,8.16,Central,4.58,10.9,26.92,94833,Nigeria,84.11,2728,399
1.89,598,91.24,6.22,0.59,2351,35.34,East,5.89,46.28,27.17,12927,Brazil,55.46,4346,96
5.69,137,71.57,7.61,2.02,2913,79.87,North,8.99,11.62,23.45,42080,Bangladesh,64.0,2366,329
7.4,408,68.95,7.54,1.42,872,44.68,West,8.39,26.5,16.02,49106,Ethiopia,46.3,2236,46
7.84,193,86.08,6.58,0.13,1384,16.82,Central,4.69,17.18,32.67,59388,Brazil,75.03,3875,151
3.02,625,69.37,7.36,4.43,1088,54.51,Central,9.89,5.73,10.33,96194,Mexico,50.63,3094,172
5.12,93,89.12,6.56,4.43,1915,26.38,North,9.32,2.64,25.02,66270,Mexico,44.89,3601,274
6.21,449,33.45,6.37,1.05,1903,94.67,South,6.7,18.27,18.87,572,India,70.18,4174,346
8.19,814,64.66,7.43,0.81,1277,57.74,North,6.71,2.37,35.71,95179,China,47.3,4641,236
7.61,585,86.89,8.44,2.74,2699,98.3,North,9.31,5.21,23.62,22651,USA,52.64,923,424
9.88,242,89.39,6.59,3.15,2998,4.31,Central,7.45,7.11,34.23,67825,Indonesia,76.87,618,30
0.08,538,88.38,6.89,4.79,2089,1.16,West,6.76,0.1,38.13,58471,Pakistan,88.27,4400,212
4.37,102,72.31,6.64,1.89,760,47.71,North,8.24,7.66,5.08,37291,Brazil,54.78,3262,271
2.56,798,99.58,6.67,3.09,2095,86.2,South,4.65,28.86,22.21,60510,Bangladesh,61.78,3303,406
1.2,599,42.7,7.01,4.39,2893,52.44,East,9.15,40.98,35.36,78040,Pakistan,79.71,2601,77
9.12,486,42.21,7.75,2.25,1356,87.62,North,6.72,9.67,34.88,11031,Bangladesh,38.0,1047,278
9.98,370,32.3,6.1,0.61,1178,13.06,North,7.22,4.04,7.84,31848,Pakistan,53.2,1698,40
1.81,120,99.25,8.39,1.89,345,69.93,South,3.63,36.48,19.25,77587,Brazil,84.92,2230,145
0.38,351,54.36,6.12,0.68,1354,65.99,West,5.17,0.41,8.92,35528,Indonesia,91.56,1868,419
2.75,317,83.34,8.2,0.08,2761,54.5,North,5.99,36.71,35.87,37530,Pakistan,71.59,2654,11
8.35,426,34.18,8.24,3.76,1288,40.51,North,5.9,6.56,0.13,32292,Brazil,51.47,82,247
2.94,86,50.91,7.31,1.19,2026,64.71,West,8.45,11.41,8.74,7888,Nigeria,68.47,92,228
0.57,755,73.67,6.34,0.01,1035,55.01,South,4.98,6.0,16.36,56197,Indonesia,34.31,3156,330
0.52,616,66.73,7.41,4.36,527,27.26,North,4.27,12.37,8.85,40724,Ethiopia,22.34,3048,452
4.27,277,44.54,7.57,2.22,2675,10.46,West,7.08,39.91,38.94,47459,Bangladesh,25.97,1467,178
9.32,361,62.31,8.14,1.19,2581,38.66,North,7.31,6.63,9.76,26044,Mexico,28.65,2024,340
2.86,55,37.61,7.38,1.31,1521,51.24,East,3.85,49.71,14.49,41638,China,38.05,4869,159
4.27,335,67.99,7.03,1.2,825,50.85,Central,3.02,16.35,6.96,23198,Mexico,56.94,3817,220
1.02,468,36.79,8.1,0.97,2644,42.56,East,9.42,46.1,37.07,68087,Indonesia,38.58,2698,326
4.94,391,74.52,8.45,4.21,733,32.74,North,3.56,9.5,16.45,86851,Ethiopia,66.8,791,163
6.97,224,40.88,7.61,0.85,256,35.05,South,9.29,9.39,10.47,58038,Bangladesh,99.86,475,167
2.71,848,68.3,8.19,2.81,893,26.58,Central,5.79,28.27,9.84,47547,Ethiopia,59.85,503,381
2.97,450,39.04,7.5,0.39,2703,57.99,East,7.57,2.53,23.42,77045,Pakistan,80.55,230,218
8.42,797,58.05,7.72,4.75,317,84.99,West,4.3,40.05,39.11,4128,Bangladesh,43.39,1586,69
0.1,589,54.63,7.72,3.02,1819,87.97,South,8.77,21.98,38.97,40902,Pakistan,97.03,1774,421
6.36,350,82.95,7.76,4.52,2803,99.37,East,4.26,34.96,39.27,42691,Brazil,39.93,3090,437
3.94,309,74.88,6.8,1.99,764,8.88,West,5.71,8.73,15.47,35227,Indonesia,67.73,2256,259
2.98,295,95.6,7.44,4.05,695,21.43,North,4.67,32.12,36.58,34794,Brazil,98.67,3970,429
6.58,418,94.53,7.49,4.27,2085,73.02,West,8.86,29.7,17.78,24723,India,84.66,4226,62
8.35,808,80.75,6.79,3.51,1000,64.52,East,9.01,37.78,20.42,28148,Ethiopia,99.36,4838,482
5.58,648,83.94,6.87,0.46,1735,13.39,East,5.6,14.87,20.8,96740,Pakistan,50.38,383,457
0.31,395,73.74,7.91,0.08,840,63.1,North,5.15,46.66,2.54,72965,Nigeria,26.21,3163,245
4.61,477,78.42,7.46,0.84,362,40.65,West,8.41,48.07,7.08,64474,Brazil,39.48,2409,485
4.63,503,73.21,6.37,0.59,450,95.69,West,9.15,43.41,35.44,4019,India,96.61,760,49
5.44,754,51.82,8.09,3.63,843,85.52,North,7.37,28.6,35.85,84115,USA,49.65,3952,285
6.71,703,54.55,8.21,2.79,528,7.32,West,9.49,21.01,8.08,22780,Mexico,29.98,942,233
0.19,535,70.23,7.17,2.63,2365,9.0,North,5.68,2.9,12.11,90410,Bangladesh,67.45,2695,456
5.02,623,80.41,6.52,1.26,568,41.71,South,4.06,47.36,33.19,56118,India,60.03,1296,15
5.88,160,58.43,8.37,0.77,2995,0.84,East,4.26,47.59,8.17,47339,Indonesia,25.0,2402,435
3.43,846,39.99,8.21,1.03,1338,9.44,South,7.69,0.93,35.23,45579,Brazil,56.24,2147,3
6.68,701,62.16,6.61,2.0,394,93.26,Central,5.85,17.84,32.93,876,Indonesia,70.63,1639,281
2.28,900,97.42,6.24,3.7,2853,79.24,Central,4.09,44.0,32.3,1278,Mexico,38.62,4396,156
3.17,988,44.99,7.1,1.27,923,67.27,Central,5.05,4.04,35.67,36611,Nigeria,29.96,608,219
9.63,187,75.43,7.69,3.49,1862,83.02,North,6.71,9.83,35.48,80464,Ethiopia,89.18,881,394
3.48,976,98.78,6.44,2.46,337,25.01,West,3.85,48.93,36.69,22876,Ethiopia,70.04,2250,347
3.47,734,56.34,7.28,4.43,1883,72.56,South,3.02,42.36,35.18,4095,Indonesia,32.42,3092,363
5.96,554,92.15,7.06,1.16,1519,61.56,South,9.42,45.6,24.28,80097,Pakistan,70.33,2159,479
9.71,989,90.48,8.23,2.25,355,84.86,South,5.13,7.11,6.31,80492,Nigeria,78.82,2428,407
9.83,18,53.73,7.07,0.48,1258,28.27,South,4.55,10.57,24.37,19383,Ethiopia,67.8,4850,50
5.8,360,36.9,7.33,1.68,718,76.37,Central,7.89,30.27,37.69,79223,Nigeria,29.29,3001,41
0.01,785,42.5,8.39,2.53,381,85.27,South,8.97,25.09,38.71,83006,India,29.98,4891,422
9.01,212,55.6,6.75,3.66,2216,54.9,West,7.43,14.93,29.14,73525,Nigeria,23.61,1994,134
5.7,272,97.14,6.72,0.99,369,41.38,Central,4.78,44.19,27.75,52651,China,38.72,1323,273
3.66,158,49.21,8.0,1.09,2744,94.87,South,9.03,45.07,37.54,32677,Mexico,24.77,4317,258
8.29,101,94.88,6.69,3.16,1517,16.9,North,6.57,14.58,11.65,97462,Ethiopia,84.42,1011,190
4.0,574,42.7,8.08,1.91,1946,3.63,East,5.67,7.79,6.04,72780,Nigeria,21.23,4038,255
0.34,536,97.89,6.24,2.41,1587,17.91,East,7.23,7.45,11.6,74837,Indonesia,66.48,688,235
8.21,465,50.55,6.28,4.18,2960,68.35,East,7.9,24.22,37.96,60020,USA,84.79,4068,493
5.46,573,74.32,8.25,2.5,1560,78.89,Central,7.16,6.65,8.49,76728,China,91.59,4213,275
3.38,469,34.88,7.35,3.26,2249,71.68,South,9.44,23.67,8.99,58650,China,52.76,4269,353
2.51,462,50.98,7.8,3.28,622,41.99,Central,7.4,23.1,7.72,84903,Pakistan,69.67,1242,477
5.94,209,44.75,6.56,4.02,2721,96.76,West,9.15,44.21,19.39,47186,Nigeria,96.09,3447,72
2.08,46,30.24,6.42,3.19,345,44.43,North,7.11,14.81,31.86,55447,Pakistan,73.73,2044,73
3.24,983,40.97,8.09,0.32,2573,98.13,North,5.31,28.03,15.27,31726,Pakistan,92.09,440,122
6.37,397,71.52,6.9,1.71,787,91.81,East,6.73,37.17,4.0,63926,USA,74.74,1224,69
8.82,868,57.29,7.14,4.95,429,40.71,East,3.6,29.8,29.61,40752,India,25.44,2462,400
5.33,600,80.58,6.07,0.98,2141,16.1,East,4.61,47.7,24.39,16323,Nigeria,35.75,4178,78
7.59,989,76.98,6.96,2.93,2069,8.98,South,8.36,30.11,19.17,26427,Brazil,95.24,2752,480
7.63,838,85.95,7.93,4.21,1492,53.15,West,7.63,45.09,38.56,66144,Ethiopia,87.54,1752,247
6.64,671,90.69,8.05,2.93,784,76.32,West,4.17,12.25,18.82,25601,Pakistan,53.82,4442,186
2.46,442,87.39,7.75,1.86,2865,17.6,West,6.07,28.04,29.3,67534,Mexico,32.89,4629,437
8.67,557,61.36,7.73,0.4,2983,31.82,West,3.99,27.17,6.34,97147,Bangladesh,32.57,3002,140
4.36,103,51.61,7.27,1.81,1441,63.05,East,8.99,49.47,16.66,48276,Mexico,92.39,4546,297
0.44,874,65.16,7.35,0.91,1152,46.09,North,3.76,10.23,8.49,51319,USA,33.3,3216,43
2.45,200,67.46,7.86,4.8,1584,60.39,East,7.58,7.05,13.93,52836,USA,50.9,3359,246
7.66,485,51.92,6.62,3.58,2928,67.64,West,7.25,30.58,19.19,87367,Indonesia,92.06,3942,469
0.69,175,67.8,6.58,3.75,1588,38.07,East,6.31,11.18,6.98,58449,India,22.67,3296,335
1.47,49,37.4,8.37,2.18,305,78.6,West,4.95,31.96,32.12,59468,Ethiopia,70.46,4309,225
6.94,73,46.17,6.07,0.55,1856,70.29,Central,5.83,48.62,15.04,49273,Pakistan,48.05,4014,66
8.93,461,82.22,6.35,1.33,2021,68.76,North,8.64,47.33,35.86,73464,Mexico,28.62,899,455
6.34,705,42.8,7.43,1.3,484,14.95,Central,8.33,11.56,26.99,89281,Bangladesh,65.4,1189,275
2.22,791,39.73,7.84,2.43,795,47.42,South,8.17,8.54,7.06,54054,USA,58.79,652,252
0.53,651,50.11,7.34,2.3,725,57.72,East,8.25,28.04,25.68,30081,USA,27.94,982,302
6.15,760,55.97,6.89,2.17,1076,22.64,South,4.01,29.34,0.93,99861,India,41.38,575,279
0.47,391,53.0,8.44,2.48,2427,75.86,East,3.69,33.11,32.3,88732,Bangladesh,79.23,332,178
6.13,456,56.22,7.76,4.94,1262,12.11,Central,9.03,37.07,38.97,18252,Bangladesh,80.47,4307,401
2.26,284,39.79,8.08,1.49,2759,14.99,West,8.86,30.05,27.11,24986,India,67.89,288,278
9.05,87,41.58,6.1,3.08,1406,41.33,West,7.77,5.59,37.06,97925,USA,28.84,2213,128
4.75,848,46.51,6.59,1.2,751,13.53,East,7.24,39.51,11.79,80903,Ethiopia,88.25,2173,378
2.24,134,58.14,6.94,2.33,1888,1.16,West,5.57,3.98,16.94,54285,Nigeria,33.82,3833,114
8.53,530,53.51,6.46,1.0,963,41.14,Central,4.57,1.0,16.98,81641,Nigeria,77.68,1055,321
2.54,298,85.39,6.18,2.79,2988,64.86,West,7.67,38.48,4.48,98120,India,23.41,4369,388
3.07,136,66.79,6.56,1.33,1216,49.51,Central,9.39,27.42,31.86,53390,Bangladesh,46.55,1324,273
8.34,225,70.3,7.33,0.18,2720,5.22,South,6.06,34.93,19.8,26003,Pakistan,58.27,3595,463
3.09,637,69.24,7.74,4.08,665,23.25,Central,5.12,19.14,19.62,69661,India,22.24,3827,201
4.1,838,57.91,7.94,0.64,2153,52.43,North,4.9,0.55,26.74,22084,Ethiopia,33.72,2662,116
3.48,115,98.63,6.11,1.84,1535,73.81,North,3.17,16.55,6.84,52388,India,45.51,2323,476
1.16,500,32.61,7.07,2.39,501,79.39,North,6.64,30.41,32.41,42164,China,98.6,1882,34
0.39,734,45.11,6.31,2.16,895,51.94,East,9.92,11.29,14.63,58126,Mexico,82.36,3063,408
7.25,565,49.93,7.08,3.63,2965,64.61,East,8.71,34.39,3.19,12521,Bangladesh,87.26,1153,105
6.45,586,91.69,7.08,2.98,658,90.34,East,9.28,39.72,7.61,86103,Indonesia,73.4,3370,248
2.82,606,94.32,7.25,1.48,2146,6.52,Central,7.35,22.71,10.11,82908,Indonesia,43.39,96,151
2.96,66,89.23,8.23,0.26,2337,9.92,East,6.37,43.79,7.12,11798,Bangladesh,76.76,276,140
9.45,753,59.19,8.01,3.84,2363,45.79,South,9.93,42.74,9.69,24345,Ethiopia,73.9,2847,404
9.88,289,94.02,7.59,1.76,2922,60.97,North,6.13,43.9,39.83,60697,China,68.8,331,489
4.73,623,36.9,8.21,4.45,2647,0.46,Central,9.42,33.05,21.51,74397,China,43.87,2252,490
8.02,181,75.67,7.7,1.98,1723,45.25,North,8.33,15.24,24.12,45476,USA,41.06,4198,294
7.37,114,95.61,8.05,3.59,1883,17.28,East,5.32,24.06,6.64,73186,Mexico,46.9,3051,161
2.97,973,82.84,7.41,4.7,2006,64.51,Central,6.52,35.53,1.76,43052,Nigeria,44.99,3696,146
0.59,15,49.45,7.31,3.26,309,26.77,West,5.69,10.53,12.41,46423,Brazil,26.23,2407,411
1.43,972,80.23,7.81,2.07,2447,90.19,South,3.95,36.94,30.79,42025,Ethiopia,84.18,3202,255
8.38,43,50.63,6.05,2.84,991,6.38,East,5.5,27.4,22.35,42877,Brazil,49.54,2086,90
7.31,930,37.81,7.73,2.72,2839,80.92,East,9.22,4.8,0.43,40623,Brazil,76.53,306,369
6.64,894,80.21,8.34,2.92,1186,39.23,South,8.27,27.86,31.55,93979,Bangladesh,42.39,883,217
1.31,548,42.55,7.78,0.73,1443,85.72,South,4.94,3.34,4.16,90996,Indonesia,68.16,4289,138
6.4,539,37.77,6.09,3.49,272,81.51,West,5.58,0.72,17.62,47467,Indonesia,22.77,3589,176
7.72,526,68.62,6.94,0.73,1077,23.93,East,7.32,44.48,39.98,11337,Nigeria,28.48,3641,290
8.61,639,73.44,8.02,0.07,2964,5.06,East,5.91,24.5,4.85,20019,Bangladesh,49.16,4344,339
0.13,481,33.57,8.4,3.12,2682,69.55,North,6.52,27.16,32.6,86596,Brazil,41.5,2162,75
6.84,617,30.31,6.93,0.58,1895,20.44,Central,7.89,14.0,31.97,23807,Pakistan,48.27,3147,56
0.19,734,91.74,8.1,3.85,791,93.05,Central,6.27,27.14,17.8,82399,Indonesia,94.46,2783,27
7.07,264,38.07,8.16,4.33,314,6.72,North,4.34,8.44,39.53,20140,Ethiopia,25.91,3141,321
6.36,565,70.87,6.31,4.72,224,32.4,Central,6.64,37.28,12.32,97216,Ethiopia,57.02,4603,320
1.48,875,96.75,8.11,3.32,2424,1.26,South,5.49,41.17,12.63,24396,USA,35.86,154,456
7.66,614,65.83,6.81,2.41,1502,31.7,Central,5.04,42.79,6.1,63501,India,48.47,3630,149
0.68,256,39.79,7.48,1.76,2540,54.13,Central,5.3,5.33,14.79,57115,Pakistan,74.16,460,306
8.26,782,57.54,7.35,2.45,1443,65.49,North,6.07,27.89,11.86,12132,Indonesia,97.84,1396,487
2.62,326,73.68,7.66,0.95,1226,72.64,West,9.21,40.44,24.18,88862,China,75.58,790,346
6.89,260,83.4,7.85,1.74,514,83.35,Central,8.14,6.41,1.63,21716,Indonesia,90.79,3709,392
9.24,763,72.49,7.1,3.59,1630,11.08,Central,7.68,4.98,12.41,10624,USA,31.78,1867,198
3.4,357,32.4,8.22,1.09,1768,76.19,West,6.3,40.85,0.19,28237,Ethiopia,34.51,1688,163
5.03,655,40.02,8.02,1.32,2941,27.84,North,3.01,39.84,0.25,30635,Brazil,90.14,576,181
4.63,84,56.03,7.96,3.75,2798,13.82,West,5.38,22.43,32.81,68612,China,68.6,3764,239
1.58,816,79.4,7.15,0.89,2310,26.57,North,8.69,5.49,29.99,35339,Bangladesh,83.37,2543,421
5.9,249,70.9,6.09,1.23,1312,85.8,South,5.72,25.81,29.77,20013,Mexico,37.83,361,241
7.43,145,33.13,7.23,0.09,302,62.74,North,6.95,19.74,14.15,44509,Brazil,47.89,456,65
9.17,236,85.78,8.25,3.6,2076,59.74,South,4.43,25.93,27.97,4784,Mexico,26.48,3249,170
8.51,468,72.36,6.48,3.09,1922,58.46,South,9.41,21.99,10.26,36803,Pakistan,91.65,4224,132
5.1,605,92.1,8.46,3.47,358,40.86,North,9.46,28.43,12.38,39633,India,96.51,3561,80
7.19,901,59.24,8.02,1.07,2808,41.7,East,4.02,36.36,22.5,82319,China,88.6,3110,164
8.01,767,64.31,7.77,3.44,933,14.83,North,8.07,38.74,27.98,15798,Nigeria,54.97,3529,441
4.93,764,58.39,7.69,2.98,558,33.26,Central,3.53,32.45,10.63,852,China,47.29,4907,62
1.15,948,80.57,7.47,1.83,2228,51.2,Central,7.19,9.95,27.17,3622,Indonesia,57.01,4968,354
4.38,95,82.65,7.8,2.19,2947,60.6,East,4.25,19.86,38.5,5707,Ethiopia,71.01,349,50
8.42,946,80.63,7.05,2.84,964,7.16,South,4.02,3.56,19.75,31441,Indonesia,54.52,2692,71
5.97,469,50.41,8.11,2.47,2737,33.38,East,3.03,22.58,16.28,48091,Indonesia,53.73,4547,42
7.24,121,74.52,7.74,3.21,391,33.94,Central,9.59,48.52,9.3,18915,Pakistan,54.48,4083,322
1.85,78,53.7,7.93,0.9,443,51.51,East,8.8,32.09,14.25,39093,Brazil,79.57,108,450
9.64,371,88.39,7.98,2.7,1133,71.0,North,3.54,7.73,21.15,70080,Nigeria,82.94,1231,320
4.04,295,33.86,6.23,2.25,782,63.52,East,7.2,13.43,37.76,45656,Nigeria,89.64,576,317
6.54,452,32.64,6.14,2.31,1300,57.09,South,4.63,3.23,10.43,37888,Indonesia,39.44,240,215
0.19,160,37.12,8.0,2.35,932,29.14,North,4.85,9.12,9.26,67206,Mexico,32.6,2638,492
1.27,519,44.17,6.65,4.41,1999,83.91,West,9.12,24.39,38.42,81541,Pakistan,47.61,2041,190
7.82,493,32.63,7.45,4.09,980,78.53,Central,3.8,17.24,24.23,6140,Indonesia,53.64,370,157
9.68,450,35.01,7.11,3.15,993,18.36,Central,7.21,10.2,29.41,59972,India,76.15,2152,489
3.2,930,51.42,6.06,3.58,1202,65.51,East,5.81,7.33,33.19,38185,Ethiopia,80.63,97,89
0.37,185,36.99,6.1,0.21,2980,90.67,North,4.34,32.8,3.27,87665,Brazil,98.73,4191,421
3.61,719,86.15,8.07,3.72,290,43.56,West,6.16,27.91,19.39,77861,Bangladesh,50.26,1948,490
0.17,563,33.77,7.52,2.43,2815,92.48,North,9.58,42.13,5.6,26681,India,52.2,1495,103
1.92,38,93.56,7.31,1.59,2635,2.2,Central,8.47,9.16,24.97,40574,Mexico,63.37,2093,50
7.52,606,90.96,8.36,0.7,1841,51.62,North,3.92,42.4,38.15,47530,China,85.63,2937,253
9.37,848,44.59,6.43,0.38,2127,25.63,West,8.95,28.9,2.25,11625,China,72.87,2078,106
